Sample	Run	BioProject	LibraryStrategy	LibraryLayout	Model	coverage	Breed
SRS4353009	SRR8560918	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.44 	Diqing sheep
SRS4353010	SRR8560917	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.14 	Diqing sheep
SRS4353011	SRR8560916	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.87 	Guide Black Fur sheep
SRS4353012	SRR8560915	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.55 	Guide Black Fur sheep
SRS4353013	SRR8560914	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.49 	Diqing sheep
SRS4353014	SRR8560913	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.03 	Yuxi Fat-tailed sheep
SRS4353015	SRR8560912	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.41 	Diqing sheep
SRS4353016	SRR8560911	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.66 	Diqing sheep
SRS4353017	SRR8560910	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.11 	Hanzhong sheep
SRS4353018	SRR8560909	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.22 	Guide Black Fur sheep
SRS4353019	SRR8560908	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.87 	Turfan Black sheep
SRS4353020	SRR8560907	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.02 	Bashbay sheep
SRS4353021	SRR8560906	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.71 	Sichuan Tibetan sheep
SRS4353022	SRR8560905	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.75 	Bashbay sheep
SRS4353023	SRR8560904	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.29 	Turfan Black sheep
SRS4353024	SRR8560903	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.52 	Altay sheep
SRS4353025	SRR8560902	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	9.22 	Qira Black sheep
SRS4353026	SRR8560901	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	9.66 	Qira Black sheep
SRS4353027	SRR8560900	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.19 	Turfan Black sheep
SRS4353028	SRR8560899	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.67 	Turfan Black sheep
SRS4353029	SRR8560898	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.12 	Kazakh sheep
SRS4353030	SRR8560897	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.97 	Kazakh sheep
SRS4353031	SRR8560896	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.97 	Qira Black sheep
SRS4353032	SRR8560895	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.45 	Kazakh sheep
SRS4353033	SRR8560894	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.37 	Sishui Fur sheep
SRS4353034	SRR8560893	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.56 	Weining sheep
SRS4353035	SRR8560892	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.57 	Weining sheep
SRS4353036	SRR8560891	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.69 	Weining sheep
SRS4353037	SRR8560890	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.08 	Lanping Black-bone sheep
SRS4353038	SRR8560889	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.92 	Lanping Black-bone sheep
SRS4353039	SRR8560888	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.12 	Lanping Black-bone sheep
SRS4353040	SRR8560887	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	10.67 	Lanping Black-bone sheep
SRS4353041	SRR8560886	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.44 	Lanping Black-bone sheep
SRS4353042	SRR8560885	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.77 	Ninglang Black sheep
SRS4353043	SRR8560884	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.99 	Ninglang Black sheep
SRS4353044	SRR8560883	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.49 	Hu Sheep
SRS4353045	SRR8560882	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.62 	Hu Sheep
SRS4353046	SRR8560881	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.26 	"Hulun Buir\, Inner Mongolia\, China"
SRS4353047	SRR8560880	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.28 	"Hulun Buir\, Inner Mongolia\, China"
SRS4353048	SRR8560879	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.38 	"Hulun Buir\, Inner Mongolia\, China"
SRS4353049	SRR8560878	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.35 	"Hulun Buir\, Inner Mongolia\, China"
SRS4353050	SRR8560877	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.52 	Guangling large-tailed sheep
SRS4353051	SRR8560876	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.28 	Guangling large-tailed sheep
SRS4353052	SRR8560875	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.23 	Guangling large-tailed sheep
SRS4353053	SRR8560874	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.47 	Guangling large-tailed sheep
SRS4353054	SRR8560873	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	6.75 	Weining sheep
SRS4353055	SRR8560872	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.32 	Tengchong sheep
SRS4353056	SRR8560871	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.29 	Tengchong sheep
SRS4353057	SRR8560870	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.55 	Tengchong sheep
SRS4353058	SRR8560869	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.62 	Tengchong sheep
SRS4353059	SRR8560868	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.16 	Sichuan Tibetan sheep
SRS4353060	SRR8560867	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.74 	Altay sheep
SRS4353061	SRR8560866	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	7.13 	Sichuan Tibetan sheep
SRS4353062	SRR8560865	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	9.76 	Sichuan Tibetan sheep
SRS4353063	SRR8560864	PRJNA521847	WGS	PAIRED	Illumina HiSeq 2000	8.08 	Qinghai Tibetan sheep
SRS4898231	SRR9222827	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.54 	Tibetan sheep
SRS4898232	SRR9222826	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	9.52 	Tibetan sheep
SRS4898233	SRR9222825	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.14 	Tibetan sheep
SRS4898234	SRR9222824	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.54 	Tibetan sheep
SRS4898235	SRR9222823	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	14.56 	Euler sheep
SRS4898236	SRR9222822	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	12.74 	Euler sheep
SRS4898237	SRR9222821	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.74 	Euler sheep
SRS4898238	SRR9222820	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.83 	Euler sheep
SRS4898239	SRR9222819	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	9.93 	Tibetan sheep
SRS4898240	SRR9222818	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.84 	Tibetan sheep
SRS4898241	SRR9222817	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	13.28 	Tibetan sheep
SRS4898242	SRR9222816	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	10.80 	Tibetan sheep
SRS4898243	SRR9222815	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	9.10 	Tibetan sheep
SRS4898244	SRR9222814	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	10.41 	Tibetan sheep
SRS4898245	SRR9222813	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	9.96 	Tibetan sheep
SRS4898246	SRR9222812	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	12.31 	Tibetan sheep
SRS4898247	SRR9222811	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	10.34 	Tibetan sheep
SRS4898248	SRR9222810	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.37 	Tibetan sheep
SRS4898249	SRR9222808	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.83 	Tibetan sheep
SRS4898250	SRR9222809	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	10.20 	Tibetan sheep
SRS4898251	SRR9222807	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	13.32 	Ovis ammon polii
SRS4898252	SRR9222806	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	14.97 	Ovis ammon polii
SRS4898253	SRR9222805	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	12.70 	Ovis ammon polii
SRS4898254	SRR9222804	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	9.65 	Tibetan sheep
SRS4898255	SRR9222803	PRJNA521847	WGS	PAIRED	Illumina HiSeq X Ten	11.69 	Tibetan sheep
